Day,Temperature Max,Temperature Min,Temperature Avg,MaxWind_km/h,TotalPrecip_mm,Humidity Avg,Comment,UV Index
2022-09-09,20.4,16.6,18.6,4.0,12.5,97.0,Moderate or heavy rain shower,5.0
2022-09-10,20.8,14.8,18.7,2.5,16.1,93.0,Heavy rain at times,5.0
2022-09-11,20.5,17.9,19.6,1.8,12.0,96.0,Moderate or heavy rain shower,5.0
2022-09-12,20.1,16.5,18.9,3.2,9.1,98.0,Heavy rain at times,5.0
2022-09-13,20.7,15.0,17.6,2.9,8.2,93.0,Moderate rain at times,5.0
2022-09-14,21.0,15.7,18.2,2.9,4.1,93.0,Moderate or heavy rain shower,5.0
2022-09-15,22.4,14.6,18.2,2.9,1.0,89.0,Patchy rain possible,5.0
2022-09-16,21.7,15.7,18.4,3.6,7.7,93.0,Moderate or heavy rain shower,5.0
2022-09-17,20.6,16.0,18.1,4.7,7.4,96.0,Moderate or heavy rain shower,5.0
2022-09-18,22.8,15.5,19.7,4.0,1.2,86.0,Patchy rain possible,5.0
2022-09-19,25.4,19.9,22.1,4.0,1.6,82.0,Patchy rain possible,6.0
2022-09-20,24.9,17.5,20.9,4.3,13.8,85.0,Moderate or heavy rain shower,5.0
2022-09-21,21.2,17.7,19.9,4.3,6.8,94.0,Moderate or heavy rain shower,5.0
2022-09-22,22.2,18.6,20.3,5.0,4.1,93.0,Heavy rain at times,5.0
2022-09-23,22.9,18.1,20.5,5.4,1.5,83.0,Patchy rain possible,5.0
2022-09-24,21.0,16.0,18.4,5.0,2.7,85.0,Moderate rain at times,5.0
2022-09-25,21.1,17.7,19.4,5.4,3.3,91.0,Heavy rain at times,5.0
2022-09-26,23.9,17.1,20.0,4.7,0.9,85.0,Patchy rain possible,5.0
2022-09-27,23.5,18.8,20.7,3.6,0.0,81.0,Cloudy,5.0
2022-09-28,24.3,14.5,19.6,7.9,4.2,74.0,Moderate rain at times,5.0
2022-09-29,18.6,15.3,17.4,5.4,18.2,99.0,Heavy rain at times,4.0
2022-09-30,20.2,15.1,18.0,5.8,17.8,91.0,Moderate or heavy rain shower,5.0
2022-10-01,20.3,14.9,17.0,5.0,19.2,94.0,Moderate or heavy rain shower,5.0
2022-10-02,20.2,15.8,18.0,5.0,77.9,97.0,Moderate or heavy rain shower,5.0
2022-10-03,21.8,17.7,19.8,5.0,9.5,95.0,Moderate or heavy rain shower,5.0
2022-10-04,23.0,18.7,20.4,4.3,1.9,86.0,Patchy rain possible,5.0
2022-10-05,23.5,18.5,20.6,4.7,4.4,85.0,Moderate or heavy rain shower,5.0
2022-10-06,21.3,16.9,18.8,4.7,20.3,89.0,Moderate or heavy rain shower,5.0
2022-10-07,20.5,14.6,18.1,5.0,5.5,92.0,Moderate or heavy rain shower,5.0
2022-10-08,21.5,17.9,20.0,4.0,8.6,92.0,Moderate or heavy rain shower,5.0
2022-10-09,19.8,16.1,18.6,6.5,9.8,97.0,Moderate or heavy rain shower,4.0
2022-10-10,18.0,12.1,15.2,5.8,0.0,85.0,Overcast,4.0
2022-10-11,18.7,13.7,16.1,3.6,0.0,85.0,Overcast,4.0
2022-10-12,18.6,14.0,16.7,5.0,0.3,80.0,Patchy rain possible,4.0
2022-10-13,20.1,12.8,16.5,5.0,0.0,76.0,Partly cloudy,6.0
2022-10-14,20.7,14.1,17.0,5.4,0.0,75.0,Partly cloudy,6.0
2022-10-15,21.5,15.1,18.0,6.5,0.0,68.0,Partly cloudy,6.0
2022-10-16,21.6,15.3,18.1,6.1,0.0,65.0,Sunny,6.0
2022-10-17,20.2,15.1,17.5,8.3,0.0,65.0,Partly cloudy,6.0
2022-10-18,19.4,14.1,16.7,7.6,0.0,54.0,Sunny,5.0
2022-10-19,20.0,13.0,16.1,5.4,0.0,47.0,Sunny,5.0
2022-10-20,17.8,13.1,15.0,4.7,16.5,66.0,Moderate or heavy rain shower,4.0
2022-10-21,19.9,14.3,16.7,2.9,1.5,95.0,Patchy rain possible,4.0
2022-10-22,22.3,15.7,19.2,5.0,0.0,86.0,Overcast,5.0
2022-10-23,22.7,18.2,20.1,5.8,0.3,79.0,Patchy rain possible,5.0
2022-10-24,22.0,14.7,18.4,5.4,1.8,80.0,Moderate rain at times,5.0
2022-10-25,20.5,14.3,18.1,5.0,3.1,87.0,Moderate rain at times,5.0
2022-10-26,20.9,15.9,18.7,4.0,1.3,89.0,Patchy rain possible,5.0
2022-10-27,21.2,17.2,18.9,4.3,1.9,93.0,Patchy rain possible,5.0
2022-10-28,20.0,16.2,18.4,5.4,5.8,92.0,Heavy rain at times,5.0
2022-10-29,20.1,15.2,17.5,4.7,1.3,83.0,Moderate rain at times,5.0
2022-10-30,20.4,15.1,18.4,5.0,1.1,81.0,Patchy rain possible,5.0
2022-10-31,19.8,15.9,17.8,7.9,0.1,78.0,Patchy rain possible,4.0
2022-11-01,21.5,14.0,17.4,5.4,0.0,56.0,Sunny,6.0
2022-11-02,21.9,13.9,17.6,2.9,0.0,61.0,Sunny,6.0
2022-11-03,21.6,14.2,17.4,4.3,0.0,65.0,Sunny,6.0
2022-11-04,20.6,14.0,16.6,4.7,0.0,61.0,Partly cloudy,6.0
2022-11-05,18.9,13.9,16.5,5.0,0.2,71.0,Patchy rain possible,4.0
2022-11-06,19.6,13.6,16.6,4.0,0.8,77.0,Patchy rain possible,4.0
2022-11-07,20.6,13.9,17.0,4.0,0.1,77.0,Patchy rain possible,5.0
2022-11-08,19.5,14.5,16.9,4.0,0.1,79.0,Patchy rain possible,4.0
2022-11-09,19.8,14.3,17.1,3.6,0.1,76.0,Patchy rain possible,4.0
2022-11-10,22.3,14.1,17.9,3.6,0.0,73.0,Sunny,6.0
2022-11-11,23.2,15.2,18.7,3.6,0.0,70.0,Sunny,6.0
2022-11-12,23.3,15.5,19.2,3.6,0.0,73.0,Sunny,6.0
2022-11-13,22.6,16.2,19.1,4.3,0.0,77.0,Partly cloudy,6.0
2022-11-14,20.9,17.7,19.1,3.2,1.9,89.0,Patchy rain possible,5.0
2022-11-15,21.9,18.4,19.6,2.9,0.7,94.0,Patchy rain possible,5.0
2022-11-16,22.2,17.9,19.6,2.9,0.9,93.0,Patchy rain possible,5.0
2022-11-17,22.9,17.9,19.8,3.6,1.8,94.0,Patchy rain possible,5.0
2022-11-18,21.3,18.3,19.5,3.2,1.9,95.0,Patchy rain possible,5.0
2022-11-19,20.7,18.9,19.6,4.0,0.5,95.0,Patchy rain possible,5.0
2022-11-20,20.0,17.6,19.0,3.6,3.2,94.0,Moderate rain at times,4.0
2022-11-21,21.1,17.4,19.0,4.0,0.1,89.0,Patchy rain possible,5.0
2022-11-22,22.0,17.2,19.3,3.2,0.7,84.0,Patchy rain possible,5.0
2022-11-23,24.2,16.6,19.7,4.0,0.0,81.0,Partly cloudy,6.0
2022-11-24,20.9,17.9,19.2,4.3,6.5,88.0,Moderate or heavy rain shower,5.0
2022-11-25,20.2,17.1,19.0,2.9,8.2,99.0,Heavy rain at times,5.0
2022-11-26,19.4,16.6,18.2,2.9,5.4,99.0,Moderate or heavy rain shower,4.0
2022-11-27,20.7,15.7,17.8,5.0,1.1,92.0,Patchy rain possible,5.0
2022-11-28,22.7,18.9,20.2,5.4,0.2,84.0,Patchy rain possible,5.0
2022-11-29,23.0,18.0,20.2,3.6,0.0,78.0,Sunny,6.0
2022-11-30,21.2,17.7,19.2,5.8,0.6,92.0,Overcast,5.0
2022-12-01,17.6,13.0,15.8,4.3,3.8,99.0,Patchy rain possible,4.0
2022-12-02,15.5,11.0,14.1,3.6,0.1,99.0,Overcast,4.0
2022-12-03,18.2,14.7,15.7,3.2,0.2,96.0,Patchy rain possible,4.0
2022-12-04,18.1,14.8,15.9,3.8,0.5,90.0,Patchy rain possible,4.0
2022-12-05,15.5,13.6,14.7,4.7,0.7,94.0,Patchy rain possible,4.0
2022-12-06,17.0,12.8,14.4,4.0,0.0,91.0,Overcast,4.0
2022-12-07,15.4,12.7,13.9,4.0,0.6,90.0,Patchy rain possible,4.0
2022-12-08,15.3,13.4,14.4,4.3,0.6,90.0,Patchy rain possible,4.0
2022-12-09,16.4,13.1,14.5,5.4,1.2,88.0,Patchy rain possible,4.0
2022-12-10,15.0,11.9,13.8,4.3,1.4,92.0,Patchy rain possible,3.0
2022-12-11,14.4,10.8,12.8,4.0,0.6,91.0,Patchy rain possible,3.0
2022-12-12,13.0,10.0,11.7,4.7,0.7,87.0,Patchy rain possible,3.0
2022-12-13,13.1,10.3,11.6,4.7,0.0,83.0,Overcast,3.0
2022-12-14,13.3,10.5,11.4,5.4,0.1,77.0,Partly cloudy,4.0
2022-12-15,17.3,9.6,12.8,3.6,0.0,79.0,Partly cloudy,5.0
2022-12-16,15.9,11.1,13.4,6.1,0.1,83.0,Partly cloudy,5.0
2022-12-17,12.6,6.3,9.8,7.2,0.3,80.0,Overcast,3.0
2022-12-18,14.1,5.2,8.9,5.0,0.0,62.0,Partly cloudy,4.0
2022-12-19,17.4,6.5,10.7,3.2,0.0,71.0,Sunny,5.0
2022-12-20,15.8,8.9,11.9,3.5,0.0,73.0,Partly cloudy,5.0
2022-12-21,15.2,9.7,11.5,4.0,0.1,82.0,Patchy rain possible,4.0
2022-12-22,16.1,10.3,12.5,4.0,0.0,79.0,Partly cloudy,5.0
2022-12-23,13.2,10.4,11.7,5.8,2.2,76.0,Patchy rain possible,3.0
2022-12-24,13.1,9.8,11.0,5.0,0.0,76.0,Cloudy,3.0
2022-12-25,15.1,10.8,12.5,4.0,0.0,75.0,Overcast,4.0
2022-12-26,15.6,11.6,13.2,4.7,0.0,83.0,Partly cloudy,5.0
2022-12-27,13.8,11.3,12.7,4.3,1.2,97.0,Overcast,3.0
2022-12-28,13.4,10.4,12.2,5.8,14.2,97.0,Moderate or heavy rain shower,3.0
2022-12-29,10.1,8.3,9.2,5.8,5.6,98.0,Moderate rain at times,3.0
2022-12-30,9.8,7.1,9.0,5.0,0.1,98.0,Patchy rain possible,2.0
2022-12-31,12.4,9.6,10.6,3.2,0.0,94.0,Overcast,3.0
2023-01-01,15.8,10.0,12.1,4.3,0.0,86.0,Cloudy,4.0
2023-01-02,17.4,9.3,12.6,3.6,0.0,84.0,Partly cloudy,5.0
2023-01-03,16.2,10.1,12.4,4.0,0.5,84.0,Cloudy,4.0
2023-01-04,18.0,10.8,13.8,3.6,0.2,81.0,Partly cloudy,5.0
2023-01-05,17.6,11.1,13.7,4.1,0.0,87.0,Cloudy,4.0
2023-01-06,16.9,11.3,13.4,5.4,0.5,82.0,Patchy rain possible,4.0
2023-01-07,19.7,8.8,13.4,2.9,0.0,73.0,Sunny,5.0
2023-01-08,19.3,9.3,13.8,3.2,0.0,79.0,Partly cloudy,5.0
2023-01-09,21.2,9.8,15.0,2.5,0.0,71.0,Sunny,6.0
2023-01-10,21.0,11.5,15.2,2.5,0.0,73.0,Sunny,6.0
2023-01-11,17.3,12.6,15.0,4.3,0.1,82.0,Patchy rain possible,4.0
2023-01-12,19.7,12.3,15.8,4.7,0.0,78.0,Overcast,4.0
2023-01-13,20.1,12.8,16.5,8.3,0.0,65.0,Sunny,6.0
2023-01-14,21.0,12.5,16.8,6.5,0.0,55.0,Sunny,6.0
2023-01-15,19.6,11.5,15.4,6.1,0.2,60.0,Patchy rain possible,4.0
2023-01-16,13.1,9.1,10.8,6.5,0.0,86.0,Overcast,3.0
2023-01-17,12.1,7.9,9.8,5.4,0.0,82.0,Cloudy,3.0
2023-01-18,11.9,7.7,9.2,4.7,0.1,81.0,Cloudy,3.0
2023-01-19,13.6,7.8,10.4,5.0,0.0,78.0,Partly cloudy,4.0
2023-01-20,13.8,8.9,11.1,5.0,0.0,80.0,Partly cloudy,4.0
2023-01-21,15.8,10.1,12.9,4.0,0.0,79.0,Cloudy,4.0
2023-01-22,19.7,10.6,15.2,4.0,0.0,69.0,Sunny,5.0
2023-01-23,20.0,11.7,15.2,5.8,0.2,69.0,Sunny,5.0
2023-01-24,12.9,7.2,9.9,7.9,1.4,79.0,Patchy rain possible,3.0
2023-01-25,16.0,5.8,10.7,3.6,0.0,72.0,Partly cloudy,5.0
2023-01-26,18.7,9.5,13.7,4.8,0.0,73.0,Sunny,5.0
2023-01-27,11.3,8.2,10.0,6.8,1.7,86.0,Patchy rain possible,3.0
2023-01-28,11.8,6.8,8.8,5.0,0.0,74.0,Cloudy,3.0
2023-01-29,14.6,6.9,10.3,5.4,0.0,52.0,Sunny,4.0
2023-01-30,17.4,7.1,12.2,4.0,0.0,52.0,Sunny,5.0
2023-01-31,20.1,9.3,14.8,3.2,0.0,57.0,Sunny,6.0
2023-02-01,23.1,12.8,16.8,4.7,0.0,68.0,Sunny,6.0
2023-02-02,20.5,13.0,16.4,6.1,0.0,79.0,Partly cloudy,6.0
2023-02-03,18.8,13.7,16.2,5.4,0.0,86.0,Overcast,4.0
2023-02-04,20.5,15.0,17.3,5.0,1.4,89.0,Overcast,5.0
2023-02-05,18.9,14.6,16.2,6.1,6.3,91.0,Moderate rain at times,4.0
2023-02-06,20.6,15.8,17.1,5.4,6.5,89.0,Moderate rain at times,5.0
2023-02-07,19.8,15.0,17.4,6.1,0.3,86.0,Patchy rain possible,4.0
2023-02-08,20.6,14.6,17.5,6.1,0.4,80.0,Patchy rain possible,5.0
2023-02-09,21.5,14.1,17.7,5.4,0.0,74.0,Partly cloudy,6.0
2023-02-10,21.7,14.3,18.0,5.4,0.0,70.0,Partly cloudy,6.0
2023-02-11,22.6,14.5,18.7,10.8,0.0,47.0,Sunny,6.0
2023-02-12,23.5,15.2,19.5,6.8,0.0,35.0,Sunny,6.0
2023-02-13,26.0,15.2,20.2,4.3,0.0,40.0,Sunny,7.0
2023-02-14,19.0,13.5,16.0,8.3,0.4,85.0,Patchy rain possible,4.0
2023-02-15,14.6,10.7,12.9,6.1,0.0,83.0,Overcast,3.0
2023-02-16,15.4,11.2,12.8,4.7,0.0,83.0,Overcast,4.0
2023-02-17,18.3,11.9,15.2,4.3,0.4,79.0,Patchy rain possible,4.0
2023-02-18,19.8,13.7,16.4,4.3,0.0,75.0,Partly cloudy,5.0
2023-02-19,16.5,13.3,14.7,6.5,2.7,84.0,Moderate rain at times,4.0
2023-02-20,16.7,12.9,14.6,5.8,0.4,85.0,Patchy rain possible,4.0
2023-02-21,15.5,11.7,13.8,4.7,0.4,92.0,Patchy rain possible,4.0
2023-02-22,15.8,12.2,14.1,4.7,0.8,93.0,Patchy rain possible,4.0
2023-02-23,18.0,13.7,15.3,5.8,0.1,88.0,Patchy rain possible,4.0
2023-02-24,15.4,12.8,14.1,6.1,2.3,90.0,Moderate rain at times,4.0
2023-02-25,13.4,9.5,11.8,5.4,0.0,92.0,Overcast,3.0
2023-02-26,18.5,9.9,14.4,5.4,0.0,76.0,Partly cloudy,5.0
2023-02-27,20.2,13.2,16.1,5.8,0.0,66.0,Partly cloudy,6.0
2023-02-28,21.7,14.0,17.5,5.0,0.0,69.0,Partly cloudy,6.0
2023-03-01,21.6,16.6,18.7,7.9,0.0,74.0,Sunny,6.0
2023-03-02,21.5,16.7,18.4,6.1,0.0,79.0,Cloudy,5.0
2023-03-03,22.7,16.4,19.3,7.2,0.1,73.0,Patchy rain possible,5.0
2023-03-04,21.2,15.9,18.5,5.0,0.9,83.0,Light rain shower,5.0
2023-03-05,22.4,13.9,17.8,5.4,0.5,81.0,Patchy rain possible,5.0
2023-03-06,22.8,14.4,18.4,6.1,2.0,81.0,Patchy rain possible,5.0
2023-03-07,21.8,15.3,18.7,5.8,0.8,81.0,Patchy rain possible,5.0
2023-03-08,22.1,17.8,19.8,7.9,0.1,79.0,Patchy rain possible,5.0
2023-03-09,23.2,16.3,19.8,5.4,0.4,78.0,Patchy rain possible,5.0
2023-03-10,27.3,18.6,22.0,6.5,0.0,68.0,Partly cloudy,7.0
2023-03-11,23.4,17.2,20.6,7.9,0.0,77.0,Partly cloudy,6.0
2023-03-12,21.8,16.1,19.0,7.6,3.8,79.0,Light rain shower,5.0
2023-03-13,19.2,8.8,14.2,6.5,14.8,92.0,Light rain shower,4.0
2023-03-14,22.9,13.2,18.6,4.0,0.3,72.0,Light rain shower,5.0
2023-03-15,23.6,16.4,20.1,6.8,2.4,70.0,Patchy rain possible,5.0
2023-03-16,23.0,16.9,20.1,6.5,24.0,83.0,Moderate or heavy rain shower,5.0
2023-03-17,23.7,17.8,20.3,6.1,15.8,82.0,Moderate or heavy rain shower,5.0
2023-03-18,24.1,17.5,20.6,6.8,18.0,85.0,Moderate or heavy rain shower,5.0
2023-03-19,26.3,17.8,21.5,5.8,6.8,80.0,Light rain shower,6.0
2023-03-20,26.2,16.6,21.9,5.8,0.3,69.0,Patchy rain possible,6.0
2023-03-21,29.5,15.7,24.1,9.7,0.0,54.0,Sunny,7.0
2023-03-22,31.7,22.0,26.8,13.3,0.0,36.0,Sunny,8.0
2023-03-23,31.0,22.9,26.9,13.0,0.0,35.0,Partly cloudy,8.0
2023-03-24,31.6,23.6,27.3,15.5,0.3,35.0,Patchy rain possible,7.0
2023-03-25,27.3,18.3,23.0,8.6,4.2,70.0,Patchy rain possible,6.0
2023-03-26,24.9,17.6,21.9,9.4,11.2,80.0,Light rain shower,5.0
2023-03-27,23.0,15.9,20.3,7.9,7.9,86.0,Light rain shower,5.0
2023-03-28,22.3,13.8,18.7,8.6,9.0,87.0,Light rain shower,5.0
2023-03-29,23.6,14.3,19.7,6.5,19.6,83.0,Moderate or heavy rain shower,5.0
2023-03-30,24.8,15.8,20.5,7.6,3.3,80.0,Light rain shower,5.0
2023-03-31,23.9,14.8,20.3,6.8,2.1,78.0,Light rain shower,5.0
2023-04-01,28.3,16.5,22.1,6.5,1.0,73.0,Patchy rain possible,6.0
2023-04-02,29.1,18.0,23.5,6.5,7.1,73.0,Light rain shower,6.0
2023-04-03,29.6,20.1,25.0,11.9,1.8,60.0,Moderate rain at times,6.0
2023-04-04,32.0,20.0,26.6,16.9,0.0,41.0,Sunny,8.0
2023-04-05,33.4,22.3,27.7,12.2,0.0,36.0,Sunny,8.0
2023-04-06,32.3,22.6,26.2,8.6,0.1,54.0,Sunny,8.0
2023-04-07,24.1,17.8,21.8,9.4,1.1,82.0,Light rain shower,5.0
2023-04-08,21.5,14.8,18.6,6.5,0.4,89.0,Patchy rain possible,5.0
2023-04-09,21.9,13.5,18.0,6.8,0.3,83.0,Fog,5.0
2023-04-10,30.4,13.1,21.6,6.8,0.0,71.0,Mist,7.0
2023-04-11,32.2,19.5,25.4,7.2,0.0,66.0,Sunny,8.0
2023-04-12,29.4,18.8,23.6,8.6,0.8,77.0,Patchy rain possible,6.0
2023-04-13,32.4,18.9,25.2,7.2,0.6,70.0,Patchy rain possible,7.0
2023-04-14,33.2,20.4,26.3,8.6,0.5,67.0,Partly cloudy,8.0
2023-04-15,24.5,15.8,21.6,7.6,5.4,77.0,Light rain shower,5.0
2023-04-16,33.0,16.3,24.0,6.8,0.3,65.0,Sunny,8.0
2023-04-17,34.5,15.6,24.6,5.8,0.0,60.0,Partly cloudy,8.0
2023-04-18,35.6,17.7,25.7,7.6,0.0,54.0,Sunny,9.0
2023-04-19,37.5,16.9,25.7,14.4,0.0,42.0,Sunny,9.0
2023-04-20,37.4,17.4,27.0,12.6,0.1,34.0,Sunny,9.0
2023-04-21,37.0,18.4,26.3,10.1,0.0,33.0,Sunny,9.0
2023-04-22,35.2,18.6,25.8,7.2,0.1,43.0,Sunny,9.0
2023-04-23,33.5,17.8,24.4,4.7,0.7,55.0,Sunny,8.0
2023-04-24,30.0,17.7,23.2,7.6,3.3,68.0,Patchy rain possible,7.0
2023-04-25,29.1,15.8,21.8,9.4,12.0,77.0,Patchy light rain with thunder,6.0
2023-04-26,18.6,13.4,15.6,6.5,9.6,90.0,Light rain shower,4.0
2023-04-27,26.3,14.9,20.9,5.0,13.8,79.0,Patchy light rain,6.0
2023-04-28,27.6,15.4,21.8,7.6,4.8,78.0,Light rain shower,6.0
2023-04-29,24.7,14.2,19.5,9.4,62.1,91.0,Moderate or heavy rain shower,5.0
2023-04-30,22.7,12.9,19.7,5.4,2.9,81.0,Patchy rain possible,5.0
2023-05-01,22.0,13.1,16.8,4.0,12.2,88.0,Light rain shower,5.0
2023-05-02,23.9,14.4,19.1,5.0,19.5,85.0,Light rain shower,5.0
2023-05-03,24.7,15.0,20.2,6.1,22.3,85.0,Moderate or heavy rain shower,5.0
2023-05-04,32.2,15.9,22.8,7.6,0.0,61.0,Partly cloudy,8.0
2023-05-05,33.7,17.2,25.0,6.5,0.0,51.0,Sunny,8.0
2023-05-06,35.5,18.4,27.8,8.3,0.0,46.0,Sunny,9.0
2023-05-07,32.6,21.6,26.8,7.9,3.7,60.0,Moderate rain at times,7.0
2023-05-08,24.8,16.0,19.7,7.2,26.0,92.0,Moderate or heavy rain shower,5.0
2023-05-09,20.7,15.1,17.8,4.7,8.7,91.0,Light rain shower,5.0
2023-05-10,23.7,15.5,19.4,4.7,23.2,89.0,Light rain shower,5.0
2023-05-11,24.1,15.6,19.7,6.1,22.9,86.0,Moderate or heavy rain shower,5.0
