Day,TempMax,TempMin,TempAvg,MaxWind_km/h,TotalPrecip_mm,AvgHumidity
2022-11-29,31.7,23.2,26.7,13.3,0.3,85.0
2022-11-30,31.6,23.1,26.1,17.6,3.7,83.0
2022-12-01,27.5,22.2,24.2,15.1,28.3,89.0
2022-12-02,15.5,11.0,14.1,3.6,0.1,99.0
2022-12-03,18.2,14.7,15.7,3.2,0.2,96.0
2022-12-04,26.3,21.9,23.4,11.4,28.9,92.0
2022-12-05,25.6,21.8,23.4,21.2,54.3,92.0
2022-12-06,22.8,21.2,22.2,16.2,19.4,93.0
2022-12-07,15.4,12.7,13.9,4.0,0.6,90.0
2022-12-08,23.4,21.8,22.7,17.3,21.7,91.0
2022-12-09,23.8,21.4,22.4,10.1,14.4,90.0
2022-12-10,15.0,11.9,13.8,4.3,1.4,92.0
2022-12-11,22.3,20.1,20.8,8.6,15.1,94.0
2022-12-12,22.0,19.0,20.2,16.2,7.4,92.0
2022-12-13,20.4,17.6,19.0,12.9,0.7,91.0
2022-12-14,19.8,17.5,18.7,14.9,0.5,91.0
2022-12-15,21.1,17.6,19.0,12.6,0.0,91.0
2022-12-16,22.0,17.8,19.7,10.4,2.5,93.0
2022-12-17,21.0,17.4,19.2,27.4,45.6,95.0
2022-12-18,17.3,16.7,17.0,22.0,9.5,90.0
2022-12-19,18.8,16.4,17.7,8.3,2.0,92.0
2022-12-20,21.0,16.3,18.4,7.2,0.1,90.0
2022-12-21,20.3,17.6,18.9,17.7,19.8,96.0
2022-12-22,20.8,17.6,19.0,10.4,0.7,89.0
2022-12-23,13.2,10.4,11.7,5.8,2.2,76.0
2022-12-24,23.5,18.2,20.3,17.6,0.5,80.0
2022-12-25,22.7,17.5,19.6,14.8,0.2,81.0
2022-12-26,24.0,17.2,19.8,12.6,1.0,84.0
2022-12-27,22.5,18.3,19.9,15.5,2.9,87.0
2022-12-28,23.7,17.2,20.2,14.8,9.4,87.0
2022-12-29,20.8,17.7,19.4,15.5,58.6,94.0
2022-12-30,19.6,16.8,18.5,14.0,35.4,93.0
2022-12-31,20.5,16.9,18.4,11.9,11.4,93.0
2023-01-01,18.8,17.2,18.1,11.9,4.0,94.0
2023-01-02,19.4,17.6,18.6,11.9,5.0,96.0
2023-01-03,18.8,18.0,18.4,12.9,8.7,97.0
2023-01-04,20.2,18.5,19.5,9.7,15.3,97.0
2023-01-05,21.9,18.9,20.9,16.9,15.2,94.0
2023-01-06,16.9,11.3,13.4,5.4,0.5,82.0
2023-01-07,19.7,8.8,13.4,2.9,0.0,73.0
2023-01-08,19.3,9.3,13.8,3.2,0.0,79.0
2023-01-09,21.2,9.8,15.0,2.5,0.0,71.0
2023-01-10,20.2,18.8,19.6,12.2,1.0,96.0
2023-01-11,22.4,19.6,20.8,9.0,0.4,93.0
2023-01-12,26.0,20.0,22.3,8.3,3.9,89.0
2023-01-13,28.9,20.8,23.7,10.8,0.2,88.0
2023-01-14,21.0,12.5,16.8,6.5,0.0,55.0
2023-01-15,30.1,19.6,23.7,12.8,1.6,81.0
2023-01-16,13.1,9.1,10.8,6.5,0.0,86.0
2023-01-17,18.6,17.2,18.0,15.8,21.4,94.0
2023-01-18,19.9,17.7,18.7,13.0,40.3,92.0
2023-01-19,19.8,17.8,18.7,10.4,5.7,94.0
2023-01-20,13.8,8.9,11.1,5.0,0.0,80.0
2023-01-21,20.4,18.4,19.4,6.5,0.9,96.0
2023-01-22,19.7,10.6,15.2,4.0,0.0,69.0
2023-01-23,20.0,11.7,15.2,5.8,0.2,69.0
2023-01-24,21.8,17.4,20.0,27.6,43.2,95.0
2023-01-25,19.0,16.7,17.9,15.5,9.5,91.0
2023-01-26,21.9,16.3,19.2,8.6,0.3,91.0
2023-01-27,21.1,18.5,19.6,20.5,26.0,93.0
2023-01-28,17.9,16.8,17.3,14.4,26.0,92.0
2023-01-29,17.7,15.6,17.0,16.9,8.4,91.0
2023-01-30,19.6,15.3,17.1,7.6,0.3,85.0
2023-01-31,21.4,15.3,18.4,8.6,0.0,85.0
2023-02-01,24.1,17.4,20.5,11.5,0.0,91.0
2023-02-02,23.7,19.4,21.4,6.1,2.6,96.0
2023-02-03,25.9,20.9,22.7,12.6,1.2,93.0
2023-02-04,28.0,20.4,23.5,17.6,0.1,86.0
2023-02-05,18.9,14.6,16.2,6.1,6.3,91.0
2023-02-06,29.6,19.9,23.7,11.5,0.0,87.0
2023-02-07,29.7,20.5,24.3,12.2,0.2,88.0
2023-02-08,20.6,14.6,17.5,6.1,0.4,80.0
2023-02-09,30.4,21.4,25.2,12.6,0.1,85.0
2023-02-10,30.7,21.2,25.0,10.4,0.0,86.0
2023-02-11,31.6,21.7,25.6,13.3,0.3,81.0
2023-02-12,32.4,22.2,26.2,13.7,0.0,80.0
2023-02-13,33.2,22.6,26.7,11.5,0.0,76.0
2023-02-14,27.0,21.4,24.1,14.7,14.6,86.0
2023-02-15,21.0,19.4,20.4,18.4,103.6,96.0
2023-02-16,15.4,11.2,12.8,4.7,0.0,83.0
2023-02-17,23.2,19.7,21.2,14.4,5.9,90.0
2023-02-18,25.0,18.8,21.4,13.0,1.8,88.0
2023-02-19,24.8,18.8,21.4,12.2,4.1,90.0
2023-02-20,16.7,12.9,14.6,5.8,0.4,85.0
2023-02-21,15.5,11.7,13.8,4.7,0.4,92.0
2023-02-22,15.8,12.2,14.1,4.7,0.8,93.0
2023-02-23,18.0,13.7,15.3,5.8,0.1,88.0
2023-02-24,15.4,12.8,14.1,6.1,2.3,90.0
2023-02-25,23.3,18.0,20.3,18.0,33.6,85.0
2023-02-26,22.5,19.0,20.4,21.2,17.2,86.0
2023-02-27,20.4,18.1,19.4,13.3,3.01,89.0
2023-02-28,20.2,18.2,19.3,4.3,1.27,96.0
2023-03-01,22.7,19.1,20.7,11.9,1.23,93.0
2023-03-02,21.5,16.7,18.4,6.1,0.0,79.0
2023-03-03,29.0,17.3,22.0,18.4,0.0,79.0
2023-03-04,21.2,15.9,18.5,5.0,0.9,83.0
2023-03-05,22.4,13.9,17.8,5.4,0.5,81.0
2023-03-06,27.6,16.8,20.9,15.1,0.3,82.0
2023-03-07,21.8,15.3,18.7,5.8,0.8,81.0
2023-03-08,22.1,17.8,19.8,7.9,0.1,79.0
2023-03-09,24.5,17.9,21.1,11.5,0.0,84.0
2023-03-10,29.5,17.1,22.4,18.0,0.0,82.0
2023-03-11,23.4,17.2,20.6,7.9,0.0,77.0
2023-03-12,25.8,17.2,21.0,12.6,1.1,85.0
2023-03-13,24.9,17.9,20.9,15.1,11.8,87.0
2023-03-14,22.9,13.2,18.6,4.0,0.3,72.0
2023-03-15,23.6,16.4,20.1,6.8,2.4,70.0
2023-03-16,30.7,18.9,23.7,18.0,0.0,83.0
2023-03-17,23.7,17.8,20.3,6.1,15.8,82.0
2023-03-18,30.6,18.9,23.3,14.4,0.0,83.0
2023-03-19,31.7,19.5,24.2,16.9,0.2,85.0
2023-03-20,32.0,21.0,25.7,15.5,0.1,82.0
2023-03-21,29.5,15.7,24.1,9.7,0.0,54.0
2023-03-22,36.9,24.2,28.5,18.0,0.7,66.0
2023-03-23,31.0,22.9,26.9,13.0,0.0,35.0
2023-03-24,36.7,23.9,27.5,22.3,11.5,70.0
2023-03-25,34.7,23.7,27.2,10.8,7.1,73.0
2023-03-26,30.8,21.7,24.4,14.8,32.5,87.0
2023-03-27,23.0,15.9,20.3,7.9,7.9,86.0
2023-03-28,22.3,13.8,18.7,8.6,9.0,87.0
2023-03-29,30.7,21.4,24.4,11.5,11.7,89.0
2023-03-30,31.4,22.3,25.2,14.4,3.9,87.0
2023-03-31,23.9,14.8,20.3,6.8,2.1,78.0
2023-04-01,33.0,21.6,26.2,15.1,1.6,82.0
2023-04-02,32.5,22.2,25.8,15.8,9.8,81.0
2023-04-03,29.6,20.1,25.0,11.9,1.8,60.0
2023-04-04,32.0,20.0,26.6,16.9,0.0,41.0
2023-04-05,36.3,24.1,28.1,14.4,0.8,71.0
2023-04-06,35.6,24.9,29.0,14.0,0.0,68.0
2023-04-07,33.4,23.4,27.1,14.0,0.3,80.0
2023-04-08,21.5,14.8,18.6,6.5,0.4,89.0
2023-04-09,32.9,21.4,25.6,21.6,0.0,81.0
2023-04-10,34.0,21.9,26.7,20.9,0.0,81.0
2023-04-11,35.1,22.4,27.4,21.6,0.1,79.0
2023-04-12,34.2,22.5,26.9,20.5,0.1,82.0
2023-04-13,34.6,22.3,27.2,20.2,0.5,79.0
2023-04-14,33.2,20.4,26.3,8.6,0.5,67.0
2023-04-15,24.5,15.8,21.6,7.6,5.4,77.0
2023-04-16,32.0,21.4,25.7,15.8,2.2,86.0
2023-04-17,35.2,23.2,27.8,16.6,4.2,80.0
2023-04-18,36.1,23.6,28.5,15.1,2.6,75.0
2023-04-19,37.0,23.6,28.2,15.1,7.1,70.0
2023-04-20,38.9,23.8,29.4,18.0,3.8,65.0
2023-04-21,38.7,23.4,28.6,29.9,14.8,70.0
2023-04-22,36.3,22.9,27.2,25.9,14.4,73.0
2023-04-23,33.5,17.8,24.4,4.7,0.7,55.0
2023-04-24,30.0,17.7,23.2,7.6,3.3,68.0
2023-04-25,35.1,22.9,27.3,20.5,7.2,81.0
2023-04-26,31.5,23.0,26.3,14.8,1.2,80.0
2023-04-27,26.3,14.9,20.9,5.0,13.8,79.0
2023-04-28,35.8,22.9,27.9,18.4,1.0,78.0
2023-04-29,34.6,22.8,27.5,18.0,2.8,80.0
2023-04-30,25.2,22.8,23.9,18.0,13.5,93.0
2023-05-01,22.0,13.1,16.8,4.0,12.2,88.0
2023-05-02,23.9,14.4,19.1,5.0,19.5,85.0
2023-05-03,35.6,23.2,28.4,16.2,0.3,78.0
2023-05-04,38.5,24.5,29.9,17.3,0.1,69.0
2023-05-05,39.1,26.2,30.8,16.9,0.5,63.0
2023-05-06,40.3,27.2,32.2,17.6,0.0,59.0
2023-05-07,39.4,27.7,32.2,16.2,0.3,59.0
2023-05-08,33.8,25.4,27.7,14.0,5.4,86.0
2023-05-09,20.7,15.1,17.8,4.7,8.7,91.0
2023-05-10,33.4,23.5,27.5,15.1,6.6,83.0
2023-05-11,31.7,24.3,27.1,12.2,10.2,86.0
2023-05-12,30.8,23.9,26.4,11.2,27.3,88.0
2023-05-13,25.9,23.4,24.5,10.4,37.3,94.0
2023-05-14,16.4,12.4,13.5,3.6,30.7,96.0
2023-05-15,23.2,12.4,17.5,5.8,4.1,83.0
2023-05-16,34.8,24.5,28.9,14.0,0.0,76.0
2023-05-17,29.7,15.7,22.2,7.9,0.0,64.0
2023-05-18,40.4,26.2,31.2,11.5,0.0,59.0
2023-05-19,39.8,26.2,31.1,16.9,0.0,56.0
2023-05-20,39.3,26.5,31.0,14.0,0.0,62.0
2023-05-21,38.3,26.6,30.6,13.7,0.3,65.0
2023-05-22,38.3,25.2,29.9,18.7,5.6,70.0
2023-05-23,32.5,18.5,24.9,6.5,1.7,59.0
2023-05-24,36.7,23.2,28.2,13.0,10.5,74.0
2023-05-25,34.3,23.6,27.8,13.0,5.3,73.0
2023-05-26,28.2,17.3,22.8,4.3,16.6,76.0
2023-05-27,34.5,24.4,28.6,15.5,2.7,76.0
2023-05-28,34.3,23.9,28.0,16.2,1.7,79.0
2023-05-29,25.8,17.4,21.9,3.6,16.3,86.0
2023-05-30,36.5,24.1,29.4,15.8,0.0,75.0
2023-05-31,32.3,18.8,25.2,4.7,7.4,69.0
2023-06-01,40.5,25.6,31.3,16.2,0.0,64.0
2023-06-02,29.4,17.1,23.3,7.2,10.6,74.0
2023-06-03,37.2,25.4,29.8,14.8,2.1,70.0
2023-06-04,37.1,25.3,29.2,14.0,2.8,72.0
2023-06-05,34.8,24.4,28.5,13.7,3.6,76.0
2023-06-06,33.9,24.5,28.1,10.4,14.1,79.0
2023-06-07,32.3,24.4,27.4,9.0,12.8,83.0
2023-06-08,33.3,24.5,28.0,10.4,8.4,79.0
2023-06-09,33.9,25.7,28.6,7.6,3.4,71.0
2023-06-10,33.3,25.0,28.8,10.8,0.0,68.0
2023-06-11,36.0,26.0,29.7,9.4,0.1,66.0
2023-06-12,36.8,25.3,29.8,11.5,0.9,67.0
2023-06-13,34.8,26.3,29.9,9.4,0.1,65.0
2023-06-14,33.2,26.7,29.0,7.9,0.2,67.0
2023-06-15,32.9,27.0,29.3,8.6,0.1,69.0
2023-06-16,36.7,25.2,30.0,15.1,5.8,68.0
2023-06-17,35.9,25.3,29.1,13.7,4.1,74.0
2023-06-18,36.1,25.5,29.7,12.6,0.6,68.0
2023-06-19,26.4,18.2,23.7,5.8,17.6,86.0
2023-06-20,36.5,24.5,29.5,17.3,5.5,70.0
2023-06-21,25.3,17.5,22.8,4.7,11.1,85.0
2023-06-22,38.2,24.6,30.5,18.0,0.8,67.0
2023-06-23,38.0,26.0,30.5,15.8,0.6,67.0
2023-06-24,23.7,16.5,19.4,2.5,76.0,99.0
2023-06-25,34.9,24.5,28.2,13.3,2.8,75.0
2023-06-26,34.8,24.3,27.7,15.8,14.0,80.0
2023-06-27,37.1,24.1,29.1,17.6,4.6,77.0
2023-06-28,26.1,16.7,23.1,5.0,21.6,89.0
2023-06-29,35.4,24.5,29.1,13.3,3.2,74.0
2023-06-30,37.9,25.7,30.6,15.8,0.1,66.0
