Day,TempMax,TempMin,TempAvg,MaxWind_km/h,TotalPrecip_mm,AvgHumidity
2022-09-14,18.2,11.1,14.2,6.8,24.0,90.0
2022-09-15,19.1,10.6,14.4,8.3,24.6,86.0
2022-09-16,19.0,10.7,14.3,9.0,115.6,83.0
2022-09-17,19.6,10.2,14.1,9.6,62.1,82.0
2022-09-18,19.6,10.4,14.5,10.6,0.9,82.0
2022-09-19,21.2,10.6,15.1,11.2,5.6,77.0
2022-09-20,20.6,10.8,15.1,11.5,99.1,78.0
2022-09-21,19.7,11.3,15.2,9.4,13.0,83.0
2022-09-22,20.5,10.2,14.9,11.5,2.7,76.0
2022-09-23,21.2,10.6,15.0,10.6,20.1,74.0
2022-09-24,19.3,10.7,14.4,10.8,21.91,82.0
2022-09-25,19.9,10.8,14.5,12.2,15.98,82.0
2022-09-26,20.2,10.2,14.7,10.0,2.7,79.0
2022-09-27,20.4,10.6,14.8,10.1,1.1,78.0
2022-09-28,20.5,10.5,14.8,12.7,4.5,78.0
2022-09-29,18.7,10.6,14.0,10.4,35.24,83.0
2022-09-30,19.8,10.4,14.4,10.4,18.5,83.0
2022-10-01,18.7,10.5,14.0,9.0,20.73,85.0
2022-10-02,18.6,10.9,14.2,10.1,49.9,86.0
2022-10-03,18.0,11.6,14.1,9.4,25.17,88.0
2022-10-04,17.6,11.7,14.0,8.6,26.47,91.0
2022-10-05,19.0,10.4,14.4,9.7,111.6,83.0
2022-10-06,19.3,10.2,14.5,11.5,14.0,79.0
2022-10-07,18.8,10.5,14.3,10.1,3.21,83.0
2022-10-08,18.2,11.6,14.2,10.4,31.26,86.0
2022-10-09,19.1,11.2,14.4,11.2,12.1,81.0
2022-10-10,18.3,10.2,13.8,10.4,13.4,79.0
2022-10-11,18.6,9.6,13.9,9.0,9.0,82.0
2022-10-12,18.5,10.6,13.8,9.8,25.61,85.0
2022-10-13,18.9,10.9,14.2,10.1,6.6,85.0
2022-10-14,18.5,11.2,14.4,9.4,13.01,86.0
2022-10-15,18.3,11.6,14.5,7.6,4.58,85.0
2022-10-16,19.1,10.6,14.8,11.2,0.2,80.0
2022-10-17,19.8,10.5,14.7,12.6,0.4,76.0
2022-10-18,19.4,10.4,14.6,10.1,0.9,75.0
2022-10-19,18.8,10.2,14.2,10.1,0.7,81.0
2022-10-20,20.0,9.8,14.6,11.2,0.4,74.0
2022-10-21,20.2,9.9,14.7,11.9,0.2,68.0
2022-10-22,20.9,10.2,15.1,11.8,0.4,68.0
2022-10-23,20.7,10.2,14.9,11.6,0.0,66.0
2022-10-24,20.6,10.2,14.8,10.8,0.8,69.0
2022-10-25,19.9,10.9,15.0,10.8,0.5,72.0
2022-10-26,21.2,11.5,15.4,11.5,18.1,74.0
2022-10-27,21.3,10.7,15.6,12.2,1.6,75.0
2022-10-28,20.6,10.9,15.1,11.0,0.0,68.0
2022-10-29,20.3,9.3,14.7,11.6,0.0,64.0
2022-10-30,21.0,9.5,14.3,11.5,0.2,53.0
2022-10-31,20.2,9.2,14.1,12.5,0.1,52.0
2022-11-01,20.7,8.8,14.6,11.8,0.2,60.0
2022-11-02,21.2,10.5,15.1,11.2,0.1,68.0
2022-11-03,20.8,10.4,14.9,11.2,0.0,61.0
2022-11-04,22.3,9.9,14.9,11.9,0.0,55.0
2022-11-05,21.7,10.3,15.2,12.6,0.0,57.0
2022-11-06,21.0,9.8,15.1,12.6,0.0,55.0
2022-11-07,22.7,10.0,15.5,11.5,0.1,52.0
2022-11-08,22.9,10.5,15.5,11.5,0.3,55.0
2022-11-09,22.1,10.8,15.8,11.5,0.5,58.0
2022-11-10,20.9,11.3,15.1,10.1,5.0,66.0
2022-11-11,21.2,11.3,15.6,8.6,0.7,68.0
2022-11-12,19.1,10.8,14.5,8.6,2.8,79.0
2022-11-13,21.1,10.5,14.8,9.8,3.0,70.0
2022-11-14,20.8,10.7,15.2,9.7,0.2,67.0
2022-11-15,19.9,10.7,14.8,10.0,0.0,68.0
2022-11-16,20.0,11.1,14.7,10.1,0.4,70.0
2022-11-17,20.6,10.6,14.9,10.8,0.5,66.0
2022-11-18,20.8,10.9,15.2,10.4,0.4,68.0
2022-11-19,22.2,11.0,15.8,10.4,0.0,62.0
2022-11-20,21.6,11.0,15.6,10.4,0.1,61.0
2022-11-21,21.2,10.4,15.2,10.8,0.2,59.0
2022-11-22,20.1,10.7,14.6,10.8,0.5,66.0
2022-11-23,20.3,11.7,15.2,10.8,1.5,69.0
2022-11-24,18.7,12.0,14.5,9.4,0.5,73.0
2022-11-25,20.0,10.6,15.1,10.4,3.3,61.0
2022-11-26,20.2,11.9,15.7,9.7,2.3,63.0
2022-11-27,21.1,10.5,15.8,10.8,3.0,54.0
2022-11-28,19.8,12.3,15.5,10.1,0.8,60.0
2022-11-29,21.7,11.5,16.1,10.8,0.6,53.0
2022-11-30,23.5,10.3,16.1,10.4,0.0,53.0
2022-12-01,22.6,9.1,15.1,11.5,0.0,43.0
2022-12-02,21.9,9.0,15.0,10.6,0.0,37.0
2022-12-03,23.4,9.3,15.7,10.8,0.0,38.0
2022-12-04,23.9,9.1,15.9,11.2,0.0,44.0
2022-12-05,23.1,9.9,16.3,11.5,0.1,46.0
2022-12-06,23.5,10.9,16.6,11.9,0.5,49.0
2022-12-07,23.8,11.5,17.1,11.9,0.3,49.0
2022-12-08,22.6,11.5,16.4,10.8,0.4,55.0
2022-12-09,22.7,11.3,16.6,9.7,0.5,57.0
2022-12-10,22.7,11.7,16.6,11.2,0.7,54.0
2022-12-11,23.8,11.6,17.0,12.2,0.1,52.0
2022-12-12,21.4,11.6,16.2,11.5,0.3,56.0
2022-12-13,21.8,11.0,16.0,11.2,1.0,56.0
2022-12-14,19.8,11.1,15.1,10.4,2.8,60.0
2022-12-15,20.6,11.7,15.8,10.8,2.3,53.0
2022-12-16,19.5,12.1,15.3,10.4,2.0,63.0
2022-12-17,19.6,12.0,15.8,10.4,2.0,51.0
2022-12-18,17.7,12.9,15.1,9.0,2.4,56.0
2022-12-19,20.3,12.5,15.8,7.9,1.8,54.0
2022-12-20,21.2,13.2,16.6,10.9,3.0,46.0
2022-12-21,21.4,11.8,16.2,11.5,0.7,51.0
2022-12-22,22.4,11.5,16.4,13.0,2.0,49.0
2022-12-23,20.7,11.7,15.4,10.8,2.7,57.0
2022-12-24,21.6,11.2,15.8,10.4,2.5,57.0
2022-12-25,20.7,11.6,15.8,7.6,2.8,56.0
2022-12-26,21.0,11.6,15.4,12.2,0.8,60.0
2022-12-27,21.6,12.2,16.3,10.8,1.5,52.0
2022-12-28,20.1,12.8,15.6,8.6,5.9,63.0
2022-12-29,18.2,11.6,14.4,8.5,3.0,79.0
2022-12-30,20.1,11.6,15.7,13.0,0.4,67.0
2022-12-31,22.4,10.6,16.0,12.6,0.1,48.0
2023-01-01,22.2,10.7,16.1,11.9,0.5,49.0
2023-01-02,20.6,10.4,15.4,14.4,0.5,63.0
2023-01-03,22.9,11.0,16.1,14.0,0.0,54.0
2023-01-04,23.3,8.8,15.5,12.2,0.0,34.0
2023-01-05,23.5,9.7,15.9,11.2,0.0,34.0
2023-01-06,23.5,9.7,16.2,10.8,0.0,36.0
2023-01-07,23.7,10.3,16.5,10.8,0.0,47.0
2023-01-08,23.7,10.8,16.6,11.9,0.0,52.0
2023-01-09,20.5,11.4,15.6,10.8,2.1,60.0
2023-01-10,20.9,11.1,15.8,10.4,0.7,55.0
2023-01-11,22.9,11.5,16.4,11.2,0.7,54.0
2023-01-12,21.6,12.3,16.1,10.1,0.2,53.0
2023-01-13,20.3,11.4,15.5,11.9,0.0,66.0
2023-01-14,20.7,10.9,15.4,12.2,0.0,62.0
2023-01-15,20.8,10.3,15.3,7.2,0.0,62.0
2023-01-16,22.5,11.9,16.2,10.1,0.6,55.0
2023-01-17,24.4,10.0,16.6,10.1,0.0,37.0
2023-01-18,24.2,9.7,16.6,11.2,0.0,32.0
2023-01-19,24.3,10.8,17.1,11.2,0.0,32.0
2023-01-20,23.8,10.6,16.9,10.8,0.0,44.0
2023-01-21,24.0,11.7,17.5,10.4,0.0,45.0
2023-01-22,24.9,11.7,17.5,10.8,0.0,41.0
2023-01-23,24.7,11.8,17.4,10.8,0.0,41.0
2023-01-24,25.2,11.9,17.6,10.4,0.2,45.0
2023-01-25,25.1,11.7,17.6,11.9,0.0,38.0
2023-01-26,25.1,11.7,17.9,9.4,0.0,40.0
2023-01-27,24.7,12.2,18.2,12.4,0.2,37.0
2023-01-28,24.9,12.3,18.1,12.6,0.3,35.0
2023-01-29,25.4,12.2,18.7,9.6,0.1,33.0
2023-01-30,26.2,13.2,19.2,12.8,0.0,33.0
2023-01-31,25.8,12.7,18.4,14.4,0.0,39.0
2023-02-01,26.4,13.4,19.0,11.5,0.1,38.0
2023-02-02,25.7,12.2,18.3,11.9,0.4,40.0
2023-02-03,27.0,11.8,18.8,12.5,0.0,32.0
2023-02-04,27.0,12.4,18.9,13.6,0.0,29.0
2023-02-05,26.7,11.0,18.2,18.0,0.0,24.0
2023-02-06,26.9,10.6,18.1,13.3,0.0,21.0
2023-02-07,26.9,10.8,18.0,11.9,0.0,20.0
2023-02-08,27.6,10.9,18.5,12.6,0.0,16.0
2023-02-09,27.0,10.4,18.3,15.8,0.0,25.0
2023-02-10,26.8,11.4,18.5,13.7,0.0,31.0
2023-02-11,27.3,12.1,19.0,15.8,0.0,29.0
2023-02-12,28.2,11.5,19.3,17.5,0.0,17.0
2023-02-13,27.2,11.1,18.8,16.2,0.0,15.0
2023-02-14,27.0,11.4,18.4,13.6,0.0,22.0
2023-02-15,25.4,11.7,17.8,10.7,0.0,39.0
2023-02-16,27.0,12.7,19.0,11.0,0.1,41.0
2023-02-17,27.6,12.5,19.3,13.7,0.0,40.0
2023-02-18,25.9,11.6,18.6,12.6,0.0,36.0
2023-02-19,26.1,10.8,18.1,15.5,0.0,22.0
2023-02-20,26.4,10.2,17.8,13.1,0.0,15.0
2023-02-21,27.0,11.4,18.7,14.8,0.0,21.0
2023-02-22,27.1,11.8,19.0,14.4,0.0,29.0
2023-02-23,27.5,13.0,19.8,12.2,0.0,33.0
2023-02-24,25.7,13.2,19.5,14.8,0.0,33.0
2023-02-25,25.1,14.6,19.0,11.2,0.0,39.0
2023-02-26,26.7,14.8,19.7,11.9,0.23,38.0
2023-02-27,25.9,14.3,20.0,12.6,0.2,39.0
2023-02-28,27.5,12.5,19.5,13.3,0.0,42.0
2023-03-01,27.3,13.2,19.7,14.8,0.0,33.0
2023-03-02,27.1,13.5,19.6,17.6,0.0,20.0
2023-03-03,29.9,13.6,20.4,16.9,0.0,18.0
2023-03-04,30.1,13.4,20.8,16.2,0.1,26.0
2023-03-05,26.9,13.7,18.4,14.0,1.5,52.0
2023-03-06,25.4,13.4,18.8,11.9,1.2,52.0
2023-03-07,29.0,14.6,20.0,15.8,1.8,45.0
2023-03-08,23.7,15.9,19.2,11.5,0.9,45.0
2023-03-09,21.7,14.9,17.5,10.4,2.8,54.0
2023-03-10,23.3,14.3,18.1,18.0,0.6,50.0
2023-03-11,25.1,12.8,18.8,12.2,0.0,44.0
2023-03-12,24.2,14.0,18.6,11.5,0.4,51.0
2023-03-13,28.0,13.1,18.9,15.1,0.0,44.0
2023-03-14,28.6,13.5,19.4,18.0,0.0,31.0
2023-03-15,24.7,13.5,19.0,11.5,0.0,30.0
2023-03-16,28.9,13.3,19.8,13.0,0.0,30.0
2023-03-17,28.3,14.1,19.7,12.2,0.0,33.0
2023-03-18,23.3,14.7,19.0,14.0,0.1,41.0
2023-03-19,25.9,13.7,19.4,20.9,0.0,42.0
2023-03-20,25.3,13.8,18.9,17.6,0.0,32.0
2023-03-21,29.1,12.7,19.5,24.5,0.0,27.0
2023-03-22,29.3,12.4,19.6,17.6,0.0,18.0
2023-03-23,28.7,12.6,19.7,16.2,0.0,18.0
2023-03-24,30.0,13.7,20.7,19.4,0.0,19.0
2023-03-25,30.9,13.7,21.3,16.9,0.0,24.0
2023-03-26,29.5,15.6,21.7,11.9,0.0,23.0
2023-03-27,28.3,14.8,20.6,13.3,0.0,30.0
2023-03-28,28.5,14.1,18.7,18.7,6.0,44.0
2023-03-29,23.8,12.6,17.1,14.8,24.3,65.0
2023-03-30,24.3,12.8,16.7,13.0,13.8,61.0
2023-03-31,24.4,12.5,17.3,19.1,3.0,58.0
2023-04-01,25.1,13.2,18.1,14.0,0.9,53.0
2023-04-02,24.8,12.5,17.4,20.2,5.9,57.0
2023-04-03,24.2,11.7,17.4,13.0,0.0,56.0
2023-04-04,26.4,13.8,18.6,18.7,1.1,51.0
2023-04-05,23.3,14.2,18.1,16.6,8.1,58.0
2023-04-06,28.7,13.7,19.4,15.8,0.4,49.0
2023-04-07,25.5,15.1,19.3,16.9,1.9,46.0
2023-04-08,28.2,13.1,18.4,16.6,20.8,56.0
2023-04-09,28.6,12.4,18.3,28.8,11.9,55.0
2023-04-10,23.7,12.8,17.9,22.3,23.2,61.0
2023-04-11,24.5,13.5,18.0,17.6,5.5,58.0
2023-04-12,26.8,14.8,20.2,16.9,1.2,42.0
2023-04-13,24.3,15.7,19.6,17.6,1.5,46.0
2023-04-14,26.2,13.2,17.6,13.3,26.8,61.0
2023-04-15,18.9,13.2,15.6,16.2,22.4,75.0
2023-04-16,23.5,14.0,17.6,9.0,3.1,66.0
2023-04-17,24.2,12.9,17.8,10.4,11.7,67.0
2023-04-18,23.3,14.6,17.8,13.0,3.7,62.0
2023-04-19,22.5,13.4,17.4,12.2,2.2,66.0
2023-04-20,29.8,15.2,20.9,16.9,0.0,38.0
2023-04-21,29.4,13.8,20.5,11.5,0.0,26.0
2023-04-22,29.3,14.0,20.7,13.0,0.0,22.0
2023-04-23,30.8,14.6,21.2,18.4,0.0,21.0
2023-04-24,30.6,15.5,21.9,11.2,0.0,22.0
2023-04-25,28.5,15.7,21.0,14.0,0.0,35.0
2023-04-26,29.1,14.5,21.1,18.4,0.3,41.0
2023-04-27,22.5,15.3,17.7,10.4,9.6,64.0
2023-04-28,21.7,14.6,17.1,10.1,8.4,65.0
2023-04-29,22.1,12.6,16.1,12.2,44.4,80.0
2023-04-30,19.3,12.8,15.7,10.1,22.9,75.0
2023-05-01,15.9,12.9,13.9,8.3,9.0,85.0
2023-05-02,20.5,11.9,15.7,10.1,23.5,76.0
2023-05-03,20.9,10.8,15.5,8.3,52.3,73.0
2023-05-04,23.3,12.2,17.1,10.8,7.0,70.0
2023-05-05,23.3,13.8,17.4,16.9,14.0,64.0
2023-05-06,24.5,14.1,19.0,10.8,0.1,53.0
2023-05-07,24.9,13.9,18.7,13.3,0.3,59.0
2023-05-08,23.0,13.7,17.4,13.0,10.4,70.0
2023-05-09,21.6,13.1,16.8,12.2,37.1,76.0
2023-05-10,23.5,13.1,17.2,10.4,10.1,72.0
2023-05-11,26.3,14.0,19.2,8.3,1.4,58.0
2023-05-12,28.5,15.0,19.9,9.7,0.0,53.0
2023-05-13,28.4,15.4,20.1,10.1,0.1,49.0
2023-05-14,30.1,17.1,21.7,11.9,0.0,38.0
2023-05-15,28.3,15.7,20.7,11.9,0.0,44.0
2023-05-16,29.7,16.6,21.4,14.4,0.0,34.0
2023-05-17,29.7,14.9,21.2,10.8,0.0,33.0
2023-05-18,30.2,15.9,21.6,8.6,0.0,30.0
2023-05-19,28.6,16.1,20.6,9.0,0.0,45.0
2023-05-20,25.3,15.8,19.7,14.4,0.1,50.0
2023-05-21,29.7,15.4,20.9,9.4,0.0,41.0
2023-05-22,28.9,14.2,19.3,17.6,0.5,46.0
2023-05-23,25.6,14.1,19.4,10.1,0.0,51.0
2023-05-24,29.1,14.7,20.9,10.1,0.0,38.0
2023-05-25,27.6,15.0,20.4,11.5,0.0,45.0
2023-05-26,25.0,14.7,19.5,9.7,1.2,51.0
2023-05-27,23.6,15.5,18.2,11.5,7.5,66.0
2023-05-28,23.8,13.8,18.7,13.3,14.1,62.0
2023-05-29,21.9,12.4,16.1,18.4,76.2,79.0
2023-05-30,20.5,13.1,16.1,11.5,31.0,78.0
2023-05-31,20.5,13.5,16.3,10.4,24.7,78.0
2023-06-01,20.2,13.2,15.9,10.8,20.9,81.0
2023-06-02,22.1,12.9,16.8,7.9,12.9,74.0
2023-06-03,21.0,13.0,16.8,9.0,15.2,73.0
2023-06-04,24.3,13.1,17.9,14.8,4.5,66.0
2023-06-05,22.4,13.9,17.5,9.4,2.1,66.0
2023-06-06,19.0,12.6,15.0,9.7,54.7,85.0
2023-06-07,20.5,12.2,15.6,10.4,46.2,83.0
2023-06-08,20.6,11.9,16.2,9.4,12.6,77.0
2023-06-09,24.7,13.2,17.7,9.7,4.4,69.0
2023-06-10,23.6,13.8,17.7,11.5,8.3,69.0
2023-06-11,21.1,13.1,16.4,10.8,26.1,78.0
2023-06-12,21.2,12.1,16.2,10.1,12.5,78.0
2023-06-13,20.9,13.5,16.7,9.4,12.3,75.0
2023-06-14,22.1,12.8,16.2,11.9,23.9,78.0
2023-06-15,21.0,12.3,16.2,8.6,10.1,77.0
2023-06-16,22.1,13.0,16.7,9.4,14.9,75.0
2023-06-17,20.4,13.5,16.4,14.0,19.2,77.0
2023-06-18,20.7,13.9,16.4,8.3,32.1,81.0
2023-06-19,19.4,12.4,15.4,9.4,16.8,84.0
2023-06-20,21.5,12.0,16.2,9.0,21.7,80.0
2023-06-21,20.8,12.7,16.3,10.8,13.7,79.0
2023-06-22,22.7,12.5,17.0,10.1,3.6,73.0
2023-06-23,22.2,12.9,16.6,11.2,5.5,74.0
2023-06-24,19.6,13.6,16.0,9.4,20.7,79.0
2023-06-25,21.8,13.1,16.9,10.4,13.0,73.0
2023-06-26,23.0,12.8,16.8,9.4,13.4,74.0
2023-06-27,21.1,12.5,15.9,12.6,28.8,81.0
2023-06-28,20.8,11.7,15.6,8.6,22.4,82.0
2023-06-29,21.3,11.9,15.7,9.4,31.3,85.0
2023-06-30,22.7,11.8,16.0,9.7,16.6,79.0
