Day,TempMax,TempMin,TempAvg,MaxWind_km/h,TotalPrecip_mm,AvgHumidity
2022-12-15,24.4,20.7,22.5,24.0,0.4,89.0
2022-12-16,24.7,22.5,23.4,22.3,1.8,88.0
2022-12-17,24.0,22.2,23.0,38.5,20.0,92.0
2022-12-18,22.1,21.2,21.5,40.3,24.8,92.0
2022-12-19,22.3,21.2,21.8,33.5,4.5,92.0
2022-12-20,23.9,20.6,22.0,23.2,2.1,91.0
2022-12-21,23.8,21.9,22.8,25.6,5.4,89.0
2022-12-22,22.6,21.2,21.9,24.1,3.6,86.0
2022-12-23,22.8,20.2,21.3,22.0,0.4,80.0
2022-12-24,22.5,19.8,21.2,27.9,1.1,85.0
2022-12-25,22.7,20.4,21.3,24.3,0.0,81.0
2022-12-26,22.7,20.1,21.3,19.4,1.4,86.0
2022-12-27,23.0,20.1,21.2,22.8,2.8,86.0
2022-12-28,23.8,19.6,21.4,20.5,0.8,87.0
2022-12-29,23.3,19.9,21.5,24.5,3.7,90.0
2022-12-30,22.6,21.3,21.9,28.4,5.2,90.0
2022-12-31,22.1,20.5,21.3,29.5,5.9,89.0
2023-01-01,21.4,20.0,20.8,24.7,8.8,92.0
2023-01-02,22.9,20.8,21.6,21.7,5.3,91.0
2023-01-03,24.1,21.3,22.6,25.9,13.3,93.0
2023-01-04,23.3,22.4,22.7,28.8,16.0,94.0
2023-01-05,22.8,22.1,22.3,40.3,31.87,97.0
2023-01-06,22.3,20.3,21.8,36.0,59.24,96.0
2023-01-07,21.3,19.7,20.5,30.9,26.3,89.0
2023-01-08,22.7,20.3,21.6,18.0,38.7,91.0
2023-01-09,22.8,20.9,21.8,13.7,11.1,95.0
2023-01-10,24.2,21.7,22.7,16.2,6.1,93.0
2023-01-11,24.0,20.9,22.2,14.8,0.0,92.0
2023-01-12,27.1,20.8,23.0,11.2,0.6,87.0
2023-01-13,29.0,21.0,24.0,9.4,0.5,86.0
2023-01-14,29.7,22.5,25.0,13.0,0.0,87.0
2023-01-15,28.8,22.0,24.5,10.1,0.0,88.0
2023-01-16,25.4,21.3,23.1,23.0,1.5,89.0
2023-01-17,23.4,21.2,22.4,22.3,5.8,90.0
2023-01-18,23.7,21.8,22.6,26.7,1.6,90.0
2023-01-19,21.8,21.1,21.5,26.1,1.6,92.0
2023-01-20,22.4,21.1,21.8,24.9,2.2,94.0
2023-01-21,22.7,21.6,22.2,20.8,1.0,95.0
2023-01-22,25.3,21.8,22.9,15.1,0.0,91.0
2023-01-23,25.6,22.3,23.6,15.1,1.4,90.0
2023-01-24,24.8,21.5,22.9,32.6,11.3,91.0
2023-01-25,22.8,20.9,21.6,33.8,4.7,87.0
2023-01-26,22.3,20.4,21.1,17.7,0.5,93.0
2023-01-27,23.7,21.1,22.1,27.7,6.4,91.0
2023-01-28,21.4,20.4,20.9,32.4,4.8,85.0
2023-01-29,20.9,20.0,20.6,31.0,2.7,83.0
2023-01-30,20.6,19.1,20.1,28.7,0.0,87.0
2023-01-31,22.9,18.8,20.9,20.5,0.0,85.0
2023-02-01,23.2,21.2,22.0,11.2,4.64,92.0
2023-02-02,23.4,21.9,22.8,9.0,4.2,96.0
2023-02-03,25.7,22.6,23.8,16.9,2.3,91.0
2023-02-04,26.5,22.2,23.6,16.6,1.6,88.0
2023-02-05,27.6,21.7,23.7,12.2,0.9,87.0
2023-02-06,27.8,20.5,23.3,11.2,0.0,87.0
2023-02-07,27.3,21.6,24.0,12.2,0.0,89.0
2023-02-08,27.2,22.8,24.5,13.0,1.4,90.0
2023-02-09,27.8,22.2,24.3,11.9,1.2,87.0
2023-02-10,28.0,21.6,24.3,13.0,0.5,85.0
2023-02-11,28.9,22.3,24.7,12.2,0.0,86.0
2023-02-12,29.2,21.5,25.0,13.3,0.0,86.0
2023-02-13,29.6,22.2,24.9,11.9,0.0,86.0
2023-02-14,28.4,20.7,24.3,15.1,0.7,85.0
2023-02-15,25.2,22.2,23.4,23.0,7.2,88.0
2023-02-16,25.2,22.2,23.3,25.9,4.8,86.0
2023-02-17,24.1,22.0,22.9,22.7,7.9,87.0
2023-02-18,25.4,21.5,23.0,18.7,1.9,87.0
2023-02-19,24.6,20.9,22.6,24.1,1.0,86.0
2023-02-20,24.7,20.8,22.2,25.9,2.7,85.0
2023-02-21,23.1,20.0,21.5,23.4,3.6,89.0
2023-02-22,24.0,20.8,22.1,25.9,5.1,89.0
2023-02-23,25.2,20.9,22.5,21.6,1.4,85.0
2023-02-24,24.3,20.7,22.2,24.8,0.9,76.0
2023-02-25,24.0,21.2,22.4,31.7,3.7,81.0
2023-02-26,22.7,21.5,21.8,34.3,5.4,87.0
2023-02-27,22.2,21.4,21.7,29.2,8.78,92.0
2023-02-28,23.9,22.2,22.8,22.7,4.47,90.0
2023-03-01,24.3,21.9,22.8,23.0,2.17,88.0
2023-03-02,24.7,21.6,22.7,24.8,1.07,84.0
2023-03-03,25.6,20.7,22.7,22.3,1.03,84.0
2023-03-04,24.5,20.9,22.3,27.0,1.27,82.0
2023-03-05,24.5,20.6,22.2,23.8,6.6,79.0
2023-03-06,26.7,20.4,22.3,21.6,6.7,82.0
2023-03-07,26.7,19.5,22.2,19.4,4.1,78.0
2023-03-08,25.3,18.0,21.8,19.8,0.2,78.0
2023-03-09,25.5,21.5,23.0,19.8,1.8,76.0
2023-03-10,25.9,20.5,22.9,18.4,3.1,80.0
2023-03-11,26.0,20.0,22.8,15.5,0.1,78.0
2023-03-12,28.1,19.7,22.8,22.7,3.8,83.0
2023-03-13,25.0,21.1,22.7,27.7,8.6,81.0
2023-03-14,25.4,20.5,22.8,19.8,8.8,85.0
2023-03-15,26.0,21.0,23.2,15.8,4.4,86.0
2023-03-16,29.3,22.0,24.5,15.1,3.1,80.0
2023-03-17,29.0,20.0,23.5,15.1,0.1,82.0
2023-03-18,29.5,21.9,24.2,15.5,0.6,82.0
2023-03-19,29.5,21.7,24.2,14.0,0.3,81.0
2023-03-20,30.8,21.6,25.2,16.2,0.0,83.0
2023-03-21,33.9,21.3,26.2,21.2,0.0,81.0
2023-03-22,35.4,22.1,27.0,23.4,0.0,77.0
2023-03-23,34.7,22.6,26.9,24.1,0.0,78.0
2023-03-24,35.3,21.2,26.4,23.8,0.0,75.0
2023-03-25,34.2,19.7,25.9,21.6,0.0,72.0
2023-03-26,33.5,21.1,26.3,18.0,0.0,78.0
2023-03-27,32.4,22.7,26.5,16.9,0.4,83.0
2023-03-28,31.5,23.9,26.3,16.6,2.8,85.0
2023-03-29,31.7,23.4,26.3,14.8,3.0,81.0
2023-03-30,31.9,22.9,26.2,15.8,1.6,83.0
2023-03-31,32.5,22.8,26.5,16.6,0.3,80.0
2023-04-01,33.5,23.1,26.9,18.4,1.2,81.0
2023-04-02,33.2,21.8,26.4,19.1,0.0,79.0
2023-04-03,34.2,22.5,26.8,22.3,0.0,78.0
2023-04-04,34.8,23.2,27.6,25.9,0.0,79.0
2023-04-05,35.0,23.7,27.8,25.2,0.0,78.0
2023-04-06,35.1,23.7,27.9,22.7,0.0,79.0
2023-04-07,33.2,23.0,27.0,16.6,0.0,80.0
2023-04-08,32.3,22.6,26.3,18.0,1.6,81.0
2023-04-09,28.6,23.3,25.6,17.6,12.2,83.0
2023-04-10,32.3,24.0,26.9,16.6,3.4,80.0
2023-04-11,33.6,22.2,26.9,17.3,0.0,78.0
2023-04-12,33.1,22.5,26.3,18.7,0.0,80.0
2023-04-13,33.9,23.0,26.8,18.0,0.1,77.0
2023-04-14,34.9,22.4,27.3,20.9,0.0,78.0
2023-04-15,35.1,22.3,27.2,19.1,0.0,77.0
2023-04-16,33.9,23.4,27.1,17.3,0.8,79.0
2023-04-17,35.0,24.1,28.0,22.3,0.3,78.0
2023-04-18,36.2,23.0,28.0,25.6,0.0,72.0
2023-04-19,37.2,23.5,28.5,25.9,0.0,68.0
2023-04-20,38.7,25.1,29.9,26.6,0.2,68.0
2023-04-21,38.0,24.7,29.5,26.3,0.0,67.0
2023-04-22,37.0,24.4,28.8,28.8,0.0,70.0
2023-04-23,35.6,23.7,28.1,21.6,0.0,76.0
2023-04-24,34.0,23.3,27.4,17.6,0.1,81.0
2023-04-25,30.6,23.7,26.7,17.6,0.6,82.0
2023-04-26,31.4,23.9,26.9,19.8,2.5,78.0
2023-04-27,33.2,23.7,27.1,17.3,1.2,81.0
2023-04-28,33.3,23.3,27.3,16.9,0.3,81.0
2023-04-29,34.5,24.3,28.0,17.3,1.6,78.0
2023-04-30,32.6,24.6,27.0,19.4,9.2,81.0
2023-05-01,33.3,24.7,27.6,16.9,7.1,78.0
2023-05-02,32.2,23.5,27.3,17.6,0.1,76.0
2023-05-03,34.4,24.8,28.3,17.3,1.9,80.0
2023-05-04,36.7,24.3,29.0,22.0,0.1,75.0
2023-05-05,38.1,24.5,29.6,26.6,0.0,71.0
2023-05-06,38.4,25.7,30.3,25.2,0.0,74.0
2023-05-07,39.0,26.3,31.1,25.2,0.0,73.0
2023-05-08,36.3,26.1,29.6,20.5,5.1,77.0
2023-05-09,29.2,25.7,26.9,11.5,25.4,84.0
2023-05-10,28.8,24.7,26.4,9.0,8.1,85.0
2023-05-11,32.1,25.0,27.7,11.9,30.4,83.0
2023-05-12,31.8,25.1,27.7,10.8,19.7,82.0
2023-05-13,32.8,24.8,27.7,13.3,17.7,82.0
2023-05-14,31.2,25.1,27.4,10.1,43.0,84.0
2023-05-15,26.0,24.2,25.2,8.6,60.2,92.0
2023-05-16,34.3,25.9,28.9,18.0,1.3,76.0
2023-05-17,35.3,25.9,29.7,15.5,0.1,70.0
2023-05-18,37.7,26.7,30.2,14.0,1.1,68.0
2023-05-19,35.9,27.0,30.3,14.8,1.0,68.0
2023-05-20,35.1,26.1,29.5,16.2,2.2,76.0
2023-05-21,37.4,25.7,29.6,16.6,0.4,72.0
2023-05-22,37.9,24.1,29.4,18.0,1.7,70.0
2023-05-23,38.3,25.1,29.2,19.8,3.2,73.0
2023-05-24,35.5,24.8,27.8,18.7,25.4,79.0
2023-05-25,34.9,24.2,27.5,16.6,28.3,77.0
2023-05-26,34.2,24.2,27.6,16.2,7.4,77.0
2023-05-27,32.8,24.3,27.4,12.2,2.7,79.0
2023-05-28,30.5,23.8,26.8,11.5,12.9,84.0
2023-05-29,31.9,24.1,27.3,10.1,10.5,81.0
2023-05-30,33.1,24.6,27.9,10.8,4.3,80.0
2023-05-31,35.7,25.4,29.8,17.6,0.2,70.0
2023-06-01,37.1,27.2,30.6,22.7,0.0,63.0
2023-06-02,35.6,26.9,30.3,26.3,0.0,64.0
2023-06-03,35.9,26.4,29.8,17.6,1.7,70.0
2023-06-04,33.7,25.6,28.2,18.0,4.9,77.0
2023-06-05,34.1,24.2,27.9,19.1,8.7,77.0
2023-06-06,34.6,25.1,28.3,14.8,1.4,74.0
2023-06-07,33.8,24.8,27.9,16.6,4.6,77.0
2023-06-08,29.5,24.8,26.9,26.3,0.8,78.0
2023-06-09,33.2,26.5,28.9,23.8,0.1,67.0
2023-06-10,33.3,26.3,29.0,22.7,0.0,66.0
2023-06-11,30.9,27.4,28.8,24.1,0.2,68.0
2023-06-12,35.9,27.7,30.8,22.0,0.1,61.0
2023-06-13,36.2,27.3,31.1,22.3,0.0,59.0
2023-06-14,36.1,27.7,31.0,19.8,0.1,61.0
2023-06-15,34.8,27.2,29.8,21.2,0.0,66.0
2023-06-16,34.3,26.4,29.7,14.8,0.9,69.0
2023-06-17,35.0,24.6,28.7,16.6,4.9,73.0
2023-06-18,34.0,24.6,28.1,18.0,1.9,77.0
2023-06-19,34.9,25.2,28.7,21.2,2.2,73.0
2023-06-20,35.5,25.2,29.0,15.8,0.8,70.0
2023-06-21,36.4,25.2,29.2,18.0,1.8,70.0
2023-06-22,35.9,25.6,29.3,15.8,1.6,70.0
2023-06-23,35.9,25.5,29.2,19.8,1.4,73.0
2023-06-24,35.6,24.8,28.9,22.3,2.8,76.0
2023-06-25,35.9,24.7,28.8,19.4,6.5,75.0
2023-06-26,33.7,24.3,27.7,16.6,5.2,80.0
2023-06-27,34.2,24.4,28.0,16.6,9.0,81.0
2023-06-28,32.9,24.6,27.9,17.6,0.8,79.0
2023-06-29,34.2,24.6,28.4,15.1,8.1,79.0
2023-06-30,35.6,25.2,29.2,15.5,1.4,72.0
